followers,engagement_rate,past_interactions,content_sentiment,posting_hour,account_age_days,num_hashtags,has_media,is_reply,impressions,is_viral
1479,0.0515,85,-0.1251,11,955,4,1,0,716,0
355,0.0662,16,0.2541,11,1149,1,1,0,1410,1
481,0.065,36,-0.4916,16,310,1,0,0,223,0
16730,0.046,973,-0.1078,17,553,1,0,1,3679,0
12891,0.0385,461,-0.2441,12,570,3,1,1,2187,0
5412,0.053,390,0.5018,22,1734,3,1,0,7501,0
253,0.0569,9,0.5213,20,417,2,1,0,502,1
1022,0.0415,33,0.771,19,399,3,1,0,1447,0
16051,0.0372,354,0.3332,18,239,4,0,0,16437,0
2333,0.0498,82,0.1331,8,267,0,0,1,275,0
117570,0.0424,3682,-0.0195,17,172,3,0,0,33828,0
3670,0.0453,235,0.1677,9,329,0,0,0,2578,0
2554,0.0365,53,0.1382,9,3273,4,1,0,1187,0
1036,0.0528,50,-0.1552,19,1327,2,1,0,2357,1
2299,0.0502,119,0.4695,18,2385,4,0,1,1361,0
1374,0.053,101,0.1394,15,257,1,1,1,277,0
6467,0.0541,523,0.7578,9,94,1,1,0,10953,0
10117,0.0533,675,0.589,7,912,1,1,1,1096,0
439,0.0497,32,-0.2254,20,4245,2,1,0,308,0
164,0.0534,11,0.4228,18,409,1,1,0,174,0
66,0.0528,5,0.5187,18,736,2,1,0,90,0
4511,0.0533,290,0.6241,16,138,2,1,0,5706,0
248,0.0724,10,0.4891,8,684,3,1,0,307,0
50,0.0611,2,0.5011,21,586,2,1,0,320,1
3638,0.0448,186,0.168,10,82,2,1,1,991,0
160716,0.0467,6387,-0.012,17,235,4,1,0,99238,0
1788,0.0551,76,0.6368,15,217,1,1,0,2639,0
8178,0.0483,425,0.2034,23,137,3,0,0,9414,0
2094,0.0375,112,0.7393,10,322,1,0,1,707,0
1513,0.0575,46,0.7412,22,1106,6,0,0,844,0
9455,0.0341,409,0.8979,10,353,3,0,0,7712,0
1072,0.0407,53,0.1732,20,2097,5,0,1,178,0
2925,0.0446,191,0.5638,9,462,5,0,0,3314,0
3226,0.0418,193,0.0717,19,921,4,0,0,2492,0
543,0.0526,36,0.8056,8,1093,3,0,0,446,0
10782,0.0284,312,0.5403,18,3083,2,1,0,9523,0
1319,0.0608,56,0.2088,13,325,3,1,0,545,0
463,0.0667,32,0.3767,17,1035,4,1,0,256,0
4749,0.0267,160,0.5411,10,258,3,0,0,3180,0
358,0.0663,33,-0.578,22,3722,1,1,1,115,0
1902,0.0417,102,-0.4156,9,235,3,0,0,548,0
1778,0.0586,72,0.4487,20,976,1,1,0,2609,0
12766,0.0415,582,0.1371,15,3163,4,1,0,6282,0
4249,0.0469,165,-0.2347,17,201,2,1,0,2399,0
1728,0.0483,42,0.1732,19,1206,1,0,0,1085,0
7879,0.0562,310,0.1853,9,246,1,1,1,10927,0
22078,0.0276,373,0.3114,18,5000,2,1,0,18688,0
4934,0.0521,344,-0.0839,10,100,1,0,0,4187,0
1842,0.0609,85,-0.138,10,145,2,0,0,785,0
170,0.0666,8,0.8184,8,216,4,1,0,382,1
265,0.0809,31,0.5668,10,223,2,1,0,183,0
1043,0.0469,43,0.622,12,1119,4,0,0,176,0
603,0.064,19,0.5713,20,4022,0,0,0,657,0
1291,0.0503,50,0.2583,9,2111,1,1,1,532,0
2002,0.0619,76,0.1106,18,840,0,1,0,3154,0
4691,0.0461,130,0.0211,8,671,1,0,0,739,0
1592,0.0466,42,0.2542,10,362,1,0,1,246,0
4340,0.0596,282,0.3666,11,983,1,1,0,7568,0
2030,0.0446,62,0.6774,20,539,1,1,0,2121,0
51,0.0501,2,-0.0385,10,803,1,1,0,40,0
333,0.0516,23,-0.4621,21,317,3,0,1,70,0
1394,0.0572,73,-0.3174,10,199,0,1,0,978,0
204,0.0726,20,-0.2115,9,682,3,1,1,92,0
5323,0.0468,248,-0.354,17,667,1,1,0,3352,0
28434,0.0522,1333,0.5669,10,366,2,0,1,5876,0
16216,0.0276,560,0.4939,11,309,1,1,1,5801,0
1231,0.0471,33,0.0593,18,1162,2,1,1,380,0
26457,0.0364,567,0.7892,5,1048,1,0,0,25299,0
2362,0.0478,130,-0.0742,16,4343,2,0,0,1111,0
985,0.0533,51,0.8825,8,2646,1,0,1,171,0
599,0.0613,47,0.2868,19,201,2,1,0,962,0
1048,0.0477,70,0.6617,17,549,3,0,0,521,0
898,0.0542,43,0.1214,12,169,3,0,0,1215,0
2457,0.0483,130,0.1383,9,105,1,0,1,1259,0
2413,0.0396,95,0.7823,19,5000,1,1,1,2304,0
1817,0.0488,131,-0.1317,10,2922,0,1,1,834,0
3969,0.0454,239,0.2481,8,354,0,0,0,1863,0
15416,0.0398,865,0.5885,10,2306,2,1,1,13430,0
9988,0.0435,327,-0.0655,19,2675,0,0,0,6393,0
124,0.0614,9,0.3308,21,97,1,0,1,43,0
50,0.0599,2,-0.1333,18,1557,1,0,1,37,0
9718,0.056,385,0.5314,20,406,2,0,1,5341,0
154,0.0481,10,0.5472,20,975,2,1,0,154,0
1206,0.0444,27,-0.0452,20,5000,3,1,1,318,0
220,0.0862,27,0.0862,16,3246,3,0,0,71,0
70,0.0526,2,0.5257,20,585,2,0,0,111,0
4791,0.0326,205,0.1821,15,2756,3,1,1,709,0
7090,0.0519,285,-0.1373,9,97,2,1,0,11343,0
640,0.0334,18,0.5488,22,1100,0,1,0,314,0
50,0.0619,2,0.3074,17,1127,3,0,0,43,0
676,0.0754,55,0.2127,10,1347,1,1,0,1365,1
3660,0.0317,98,0.4334,20,400,1,1,1,1573,0
126,0.0408,5,0.4352,8,974,2,1,0,220,0
2515,0.0337,43,0.2345,9,1565,2,0,0,557,0
1758,0.0591,58,0.4993,17,65,2,1,1,529,0
5129,0.0571,175,0.3288,20,484,6,1,1,1555,0
2242,0.044,90,0.3641,18,269,1,1,0,7189,1
313,0.0638,26,0.2888,20,1289,4,0,0,221,0
15581,0.0553,1195,0.3428,18,2638,2,1,0,34687,1
1359,0.069,69,0.2311,21,360,4,1,0,2755,1
1721,0.0477,88,0.4653,11,223,1,1,0,2444,0
337,0.0337,14,0.236,17,747,3,1,0,366,0
814,0.045,28,-0.3438,19,209,2,0,0,1399,0
367,0.0521,17,-0.3648,15,530,0,1,0,215,0
1324,0.0487,65,0.0135,17,477,4,0,0,595,0
39382,0.0358,895,-0.1813,20,1188,2,0,1,8785,0
153,0.071,5,0.7361,9,911,1,0,0,169,0
99,0.0743,4,0.3928,7,781,0,1,0,66,0
25542,0.0377,1084,0.1151,18,3418,1,1,0,37862,0
1240,0.0625,44,0.7435,9,871,1,0,0,2283,1
542,0.0584,21,0.5772,20,437,2,1,0,1304,1
11752,0.0432,424,0.1411,20,495,4,1,0,6393,0
607,0.0634,22,-0.294,20,309,1,1,0,760,0
48378,0.0376,1257,0.1655,18,240,1,1,1,37272,0
6125,0.0657,567,0.217,20,165,5,1,0,15912,1
751,0.0391,15,0.3624,18,2067,1,1,0,1084,0
87829,0.0293,2969,0.5468,20,324,3,1,1,27886,0
607,0.0531,28,0.4646,21,912,6,0,0,517,0
6875,0.0491,395,0.8992,17,492,7,0,0,5413,0
3098,0.0605,204,0.5401,22,645,2,1,0,549,0
18828,0.0404,550,0.3942,15,2108,4,0,1,944,0
30053,0.0245,993,0.2485,9,793,1,0,0,34981,0
1915,0.0582,110,0.6636,18,264,2,0,0,2880,0
465,0.063,38,0.429,17,378,2,0,0,449,0
4137,0.0273,102,0.0814,23,1571,4,1,0,2938,0
533,0.0548,43,0.2291,19,1078,0,0,1,69,0
67785,0.0196,1688,0.4406,7,1673,3,1,0,43190,0
2311,0.0424,143,0.081,20,524,1,0,1,619,0
936,0.0436,41,0.1126,17,164,1,1,0,567,0
2521,0.0568,139,0.3734,17,1103,3,1,0,1451,0
159,0.0609,12,0.3752,11,856,1,1,0,208,0
314,0.0441,19,0.4396,18,879,3,1,0,351,0
15689,0.0502,1152,0.6308,13,167,2,0,1,1078,0
554,0.0404,18,0.2215,16,350,4,0,0,153,0
274,0.0608,21,0.3172,8,260,1,1,0,273,0
4750,0.038,128,0.442,8,991,4,0,0,904,0
15279,0.0378,603,-0.0337,12,1026,2,0,0,6390,0
6595,0.0499,223,-0.1606,8,636,3,1,0,7632,0
10860,0.048,442,0.2639,22,1750,1,0,1,1376,0
463,0.0688,45,0.1515,20,2953,5,1,0,484,0
139,0.0594,5,0.1109,17,946,2,0,0,59,0
26967,0.0423,1290,0.2132,17,1301,4,0,1,2166,0
1011,0.0479,52,0.3554,14,387,4,1,1,737,0
1151,0.0536,38,0.3688,19,322,0,0,0,1325,0
19746,0.0448,731,0.0439,16,1825,1,0,0,4661,0
4920,0.045,235,-0.0342,19,277,2,0,1,1006,0
4107,0.0287,80,-0.2493,11,1335,1,1,1,578,0
89054,0.0377,4369,-0.2191,10,3712,2,0,1,15105,0
567,0.0583,48,0.0875,15,1278,2,0,0,245,0
9605,0.0365,250,0.0399,20,613,0,1,0,14023,0
2003,0.0367,50,0.1936,9,174,3,1,0,5197,1
2932,0.0628,175,-0.1684,19,783,0,0,1,610,0
28317,0.0439,1551,-0.0011,9,1824,3,1,1,20729,0
4510,0.0441,155,-0.1107,20,556,2,0,0,4434,0
4764,0.0348,86,-0.2217,19,1847,0,1,0,5362,0
12462,0.0341,441,0.4065,21,958,1,0,0,7353,0
937,0.0657,89,0.4951,16,890,6,1,1,229,0
399,0.0574,20,-0.2188,20,484,1,0,0,829,1
275,0.052,13,0.1124,20,155,4,0,1,38,0
52,0.0692,5,0.3844,8,434,3,1,0,57,0
73216,0.0271,2366,0.6979,9,431,2,0,0,59628,0
248,0.0729,22,0.142,21,1182,3,1,0,774,1
1214,0.0651,84,-0.1558,20,655,4,1,0,1103,0
1098,0.0473,76,0.5766,21,1964,1,1,0,1342,0
3144,0.0415,155,-0.18,10,881,1,1,1,846,0
7850,0.0179,196,0.2098,11,401,3,0,0,5494,0
8508,0.029,295,0.7155,18,294,1,1,1,3357,0
632,0.0408,31,-0.2525,11,363,4,1,0,468,0
1338,0.0526,55,0.1703,16,781,3,1,0,1649,0
3006,0.0447,107,0.1597,10,458,1,0,0,3234,0
1155,0.0383,56,0.847,17,226,2,1,0,1963,0
32637,0.0356,926,0.4321,19,1820,3,1,0,33723,0
4375,0.0515,239,0.534,17,774,3,0,0,2098,0
6787,0.05,254,0.5308,8,875,1,0,0,11947,0
5962,0.0262,205,0.6051,11,292,2,0,0,6713,0
14946,0.0403,367,0.1996,20,234,3,0,0,26127,0
2504,0.0349,116,0.5841,18,565,3,1,1,773,0
175,0.0683,13,0.1429,9,87,2,0,1,18,0
3712,0.055,140,-0.2376,20,1450,4,0,1,674,0
559,0.0457,26,0.8247,19,328,3,0,0,839,0
698,0.0461,25,0.653,12,508,2,1,0,561,0
5195,0.0412,176,0.7075,8,1019,3,1,0,18361,1
16796,0.0186,265,0.4545,9,531,2,1,0,24526,0
1878,0.0532,56,0.8492,9,206,0,0,0,1223,0
3152,0.045,210,0.4067,9,2997,2,0,0,4687,0
38715,0.0474,976,0.8513,9,143,1,1,0,48341,0
2788,0.0373,120,0.4668,13,71,3,1,0,1349,0
195444,0.0251,4269,0.6229,10,1594,1,0,0,169160,0
5003,0.0309,176,0.2539,22,154,1,1,0,2976,0
75,0.0526,3,0.5636,11,2328,2,0,0,82,0
7016,0.0328,269,0.0935,21,969,1,1,0,13799,1
3590,0.0572,252,0.5688,9,882,1,0,1,1340,0
18426,0.0337,739,0.427,14,376,0,1,0,11950,0
6073,0.0464,172,0.6619,9,291,1,0,1,1522,0
1409,0.0472,76,0.6053,18,456,2,0,0,1343,0
199,0.0461,7,0.3119,8,276,1,0,0,69,0
1241,0.0498,32,0.5078,15,2225,1,1,0,908,0
391,0.0621,22,0.2796,9,316,1,0,1,95,0
635,0.0421,24,0.1367,21,1103,3,1,0,3095,1
5215,0.0539,271,0.2011,18,1817,1,0,0,9186,0
36527,0.0295,1297,-0.0381,17,275,1,1,0,32076,0
3679,0.0423,125,0.2697,10,969,1,0,1,1203,0
210,0.0639,10,0.482,19,272,2,1,0,176,0
4025,0.0402,90,-0.1997,19,559,3,1,0,2790,0
15583,0.0418,772,0.5983,7,420,1,1,0,12599,0
603,0.0512,32,0.103,9,331,4,1,0,1000,0
1420,0.0523,63,0.4338,18,778,2,1,0,3649,1
1856,0.0261,58,0.2622,10,197,3,1,0,3585,1
440,0.0373,17,0.406,19,1684,2,1,0,305,0
5807,0.0515,289,-0.4671,15,225,1,1,1,2872,0
1454,0.0612,90,0.2388,7,187,3,1,0,1919,0
3847,0.0379,165,0.4029,11,516,3,1,1,1342,0
365,0.0539,22,0.508,9,458,3,0,0,461,0
822,0.0561,36,0.3818,20,949,1,0,0,997,0
6636,0.0517,219,0.5363,18,724,1,1,0,22529,1
924,0.0324,19,-0.4593,21,130,2,0,0,710,0
40478,0.0287,1323,0.0839,20,1783,5,0,0,46383,0
880,0.0495,59,0.7112,20,504,1,1,0,769,0
2709,0.0554,136,0.2701,17,846,1,0,0,1600,0
9688,0.0683,442,0.0993,11,5000,1,0,0,7796,0
140,0.0579,10,0.2818,9,2407,0,1,0,474,1
75,0.0486,4,0.201,17,821,1,1,0,165,1
116,0.065,10,0.4594,17,168,2,1,0,193,0
17547,0.0541,1051,0.5568,20,171,0,1,0,51008,1
669,0.0551,50,0.2889,9,2126,3,0,0,931,0
180729,0.0225,2097,0.336,18,445,2,0,0,164415,0
654,0.0636,25,0.0445,20,562,2,1,0,1550,1
2520,0.0553,82,0.2681,14,211,2,1,1,1013,0
29021,0.0286,1007,0.3963,18,1038,1,1,0,32046,0
66900,0.0394,1500,-0.1583,10,2082,3,1,0,90195,0
73917,0.0451,3323,0.2074,10,3051,3,1,0,74954,0
15915,0.0531,822,0.5109,17,424,0,1,1,12052,0
11422,0.042,388,0.7681,12,1267,4,1,1,2112,0
5252,0.0422,303,0.5869,15,604,2,1,0,3348,0
7339,0.0567,278,0.6031,9,1604,3,1,1,6176,0
670,0.0419,23,-0.3235,11,662,1,0,0,1377,1
414,0.0603,31,0.5857,9,291,2,0,0,217,0
1797,0.0363,34,0.4023,10,2490,2,0,0,5265,1
1330,0.0619,96,0.0858,16,734,1,0,0,1005,0
799,0.0507,53,0.3157,8,468,2,0,0,395,0
6332,0.0577,523,0.3674,8,794,1,1,0,7306,0
10092,0.048,667,0.1027,19,318,3,1,0,11720,0
2119,0.0371,64,0.6639,17,1007,1,1,0,1901,0
25836,0.0536,1504,0.4442,16,546,2,1,0,30929,0
231,0.0737,9,0.2502,10,300,2,1,0,263,0
1275,0.0602,58,0.5528,18,5000,3,1,0,4301,1
497,0.0475,14,0.2357,21,242,4,1,0,1219,1
62,0.0604,3,0.2915,18,946,2,0,0,51,0
1558,0.052,111,-0.2728,16,704,1,1,0,1980,0
1452,0.0438,53,0.5928,10,238,3,1,1,619,0
27562,0.056,1639,-0.3932,11,474,1,0,0,13111,0
5627,0.0469,246,0.6139,8,173,1,1,0,13972,1
286,0.0303,8,0.0539,8,5000,2,1,0,304,0
50887,0.04,2994,0.2458,23,508,3,1,0,47441,0
16282,0.0377,489,-0.4134,11,554,1,0,0,16283,0
5155,0.0451,261,0.0426,10,4652,2,1,0,3489,0
1202,0.0479,53,0.5294,8,291,2,0,1,138,0
321,0.065,11,0.0708,19,2426,0,1,0,308,0
925,0.0639,58,0.3242,9,1202,0,1,1,434,0
12832,0.045,758,0.3677,9,91,2,1,0,37457,1
53758,0.033,1063,0.5333,22,458,3,1,1,13526,0
29080,0.0385,637,0.5966,18,1029,4,0,1,8191,0
749,0.0537,26,0.6227,19,689,3,1,0,693,0
240,0.05,15,-0.0243,10,691,2,1,1,113,0
2329,0.0548,156,0.5204,9,362,4,1,0,7818,1
74,0.0673,5,0.7591,12,326,2,0,0,26,0
3234,0.0631,197,-0.052,22,488,3,1,0,2011,0
1386,0.0636,122,0.1119,18,4728,2,0,1,315,0
781,0.0465,45,0.1978,12,268,2,1,1,206,0
102,0.0697,9,0.2105,20,410,2,0,1,62,0
4557,0.0368,220,0.064,11,684,3,0,0,4067,0
693,0.0608,48,0.2473,8,153,1,1,0,649,0
220,0.0532,11,0.2104,9,1024,2,0,0,159,0
50,0.054,3,-0.1032,12,183,2,0,1,10,0
1720,0.053,129,0.5184,10,224,1,0,1,909,0
43916,0.0105,241,-0.1881,17,213,4,0,0,12566,0
35963,0.0205,407,0.2932,9,128,2,0,0,32423,0
794,0.0515,59,0.0587,17,2364,4,0,0,223,0
611,0.0552,26,0.3132,18,1120,2,1,0,441,0
4204,0.0429,247,0.1217,16,1673,1,1,0,3337,0
299,0.0414,10,0.2899,10,1527,3,1,0,418,0
3112,0.0396,76,0.4847,20,562,1,1,0,8401,1
7179,0.0484,201,0.304,16,645,4,0,0,3821,0
16456,0.047,507,-0.0422,17,1833,2,1,1,7613,0
1509,0.0506,57,-0.2336,19,3423,3,1,0,1004,0
1253,0.063,78,0.1001,7,189,3,1,0,510,0
372,0.0603,26,0.6633,10,5000,3,0,1,258,0
408,0.0485,29,0.1449,21,178,1,0,0,567,0
1202,0.0488,55,-0.2224,21,419,3,0,0,1511,0
3502,0.0333,118,0.3344,21,716,4,0,0,2529,0
9362,0.0423,405,0.3688,18,785,1,1,0,12082,0
425,0.0669,29,0.4947,9,4740,3,0,1,348,0
26551,0.0461,1245,0.4558,9,1829,1,1,1,11742,0
1109,0.066,37,-0.308,8,1005,1,1,1,359,0
1739,0.0471,41,0.1783,11,1873,2,0,0,684,0
471,0.0688,19,-0.3454,21,939,1,1,0,860,1
50,0.0623,1,0.2048,18,338,3,0,0,52,0
8877,0.0584,624,0.2173,14,1080,3,1,0,11429,0
6811,0.0445,213,0.3195,19,711,3,1,0,17551,1
1089,0.0591,89,0.3066,10,286,2,1,0,987,0
2039,0.0643,187,0.4946,11,2351,3,0,0,2517,0
4576,0.0444,299,0.6634,11,629,3,1,0,12406,1
108,0.0634,9,0.4288,9,216,2,1,1,49,0
697,0.0667,35,0.3237,18,254,3,0,0,1470,1
7552,0.043,327,0.2934,12,1135,1,0,0,3774,0
189,0.0458,5,0.3979,18,1899,5,1,1,50,0
3066,0.0693,277,0.2396,22,1076,3,1,0,9420,1
157,0.0551,12,0.4417,13,1081,1,0,0,51,0
4186,0.0482,272,0.1732,20,295,2,1,0,5594,0
1695,0.0618,97,0.6131,18,729,9,0,0,1629,0
98,0.0555,6,0.1173,16,478,3,1,0,194,1
14713,0.0315,277,0.1791,19,547,2,1,1,5156,0
481,0.0578,15,0.2248,11,594,2,1,1,161,0
420,0.0379,19,-0.1213,12,343,3,1,0,334,0
2594,0.0457,109,-0.2317,10,1410,1,0,0,2292,0
14293,0.0442,944,-0.221,10,242,4,0,0,7241,0
290,0.0546,9,0.3958,14,181,3,1,0,633,1
2020,0.0341,93,-0.2288,9,303,2,0,0,1054,0
3912,0.0629,240,0.5556,8,1609,0,0,0,1795,0
6295,0.046,384,0.2976,19,933,1,1,1,2496,0
2483,0.063,206,0.3595,18,111,1,1,0,2843,0
933,0.05,66,0.4248,7,1208,2,1,0,164,0
407,0.0472,15,0.3691,8,633,2,0,1,103,0
2111,0.0521,159,0.4865,10,438,1,0,0,3222,0
262,0.0556,9,0.3628,11,522,2,1,1,79,0
50,0.0525,1,0.4923,9,175,4,0,0,25,0
3967,0.0616,227,-0.3292,16,790,3,0,1,681,0
9201,0.0373,455,0.5767,6,187,1,0,0,4053,0
50,0.0459,2,-0.1637,15,468,1,0,0,16,0
293,0.0705,27,0.3435,18,469,2,1,0,900,1
5510,0.0405,274,0.3276,10,1436,2,1,0,9436,0
73386,0.0291,1515,0.3321,8,692,5,0,0,35861,0
1876,0.0322,87,0.3495,10,1347,4,0,1,304,0
487,0.0726,19,0.0307,11,201,0,0,0,246,0
1300,0.0384,69,0.4667,9,597,2,1,0,3028,1
21477,0.0407,702,0.2492,11,1130,0,0,1,6282,0
565,0.0638,36,-0.3797,15,2303,4,0,1,45,0
428,0.06,23,0.4639,20,212,1,1,0,1183,1
758,0.0529,26,0.5047,18,286,2,0,0,558,0
325,0.0398,11,-0.0357,19,1102,1,0,1,117,0
2254,0.041,64,0.3127,8,3332,3,1,1,1037,0
33671,0.0402,952,0.183,8,885,2,1,0,13825,0
3234,0.0398,88,0.4153,9,219,5,0,0,2913,0
1147,0.0539,61,0.4611,8,223,0,1,1,254,0
1069,0.0589,81,0.1242,11,761,1,0,0,2197,1
108,0.0709,8,0.4592,10,951,4,1,0,46,0
8862,0.0314,387,-0.3051,8,533,3,0,0,4324,0
1571,0.0725,129,-0.0277,17,226,0,0,0,235,0
1306,0.059,91,-0.1582,20,2001,1,0,1,254,0
566704,0.027,17860,0.784,20,469,3,0,0,1022105,0
3095,0.0587,172,0.2584,17,1126,3,1,0,3393,0
467,0.0791,43,-0.0455,20,112,4,1,0,1261,1
839,0.0387,18,0.414,21,2210,1,0,0,471,0
14288,0.0395,767,-0.0286,19,335,1,0,0,19303,0
2216,0.0254,71,0.3795,18,2552,0,1,1,2054,0
135,0.0623,6,0.1556,16,1227,4,0,0,136,0
9457,0.047,564,0.5157,21,159,0,1,0,4499,0
543,0.0544,15,-0.3736,20,850,1,1,0,966,0
52677,0.03,1132,-0.4012,22,3486,2,1,0,40089,0
12633,0.0217,155,0.4472,9,365,2,1,1,3439,0
808,0.057,58,0.2372,22,3492,1,1,0,595,0
18139,0.0553,1260,0.4369,20,978,1,0,0,27322,0
2042,0.0436,116,0.4086,8,2541,0,0,0,402,0
8391,0.0483,204,0.5746,9,780,1,1,0,11900,0
4326,0.0308,133,0.4325,17,587,2,1,1,3012,0
394,0.0607,28,0.2284,9,4176,0,1,0,523,0
567,0.0507,18,0.6126,21,1368,3,1,0,631,0
11544,0.035,464,0.483,10,525,1,0,0,4286,0
989,0.0448,25,0.7,19,1016,3,0,0,792,0
874,0.049,29,-0.1763,21,378,3,0,1,287,0
324,0.0607,19,-0.1165,19,740,4,1,0,334,0
3875,0.0338,151,0.2445,16,2198,1,0,0,2361,0
74053,0.0312,1491,0.2616,12,565,0,1,0,46227,0
264,0.0573,10,0.6015,10,277,0,1,0,122,0
1888,0.0388,51,0.1396,8,252,2,0,0,1298,0
22971,0.0578,980,0.4491,19,715,2,1,1,28640,0
1566,0.042,47,0.2038,20,296,0,1,0,3496,1
4081,0.04,146,0.1378,17,158,1,1,0,2764,0
267,0.0479,14,0.7235,13,200,2,1,0,255,0
3908,0.0649,237,0.327,17,2154,3,1,0,6156,0
1290,0.0569,93,0.5908,9,576,3,0,0,669,0
10660,0.0335,435,0.5637,20,704,1,1,0,19145,0
15325,0.0525,504,-0.111,18,253,2,1,0,35625,1
191226,0.0334,3501,0.0818,19,371,1,0,0,147502,0
5132,0.0484,342,0.4987,22,360,0,0,0,1520,0
3250,0.0442,83,0.5498,8,504,4,0,1,519,0
2565,0.0411,68,0.8709,16,126,3,1,0,4206,0
957,0.0559,27,0.7254,11,1977,2,0,1,591,0
3325,0.0421,157,0.3199,17,654,2,0,0,1593,0
1062,0.0703,80,-0.2903,8,814,1,1,0,776,0
2448,0.0361,131,-0.1118,10,1659,2,1,0,2262,0
19373,0.0559,1501,0.6886,6,1537,2,0,0,4496,0
295,0.0561,15,0.3894,19,374,2,0,0,782,1
14069,0.0448,549,0.7317,19,1217,3,0,0,28291,1
19356,0.0488,753,-0.1312,21,1204,1,0,0,19797,0
1461,0.0445,42,0.2771,7,912,3,0,0,2135,0
50,0.0729,2,0.0301,13,1921,4,1,0,37,0
605,0.0273,10,-0.0124,21,1479,0,1,0,324,0
18668,0.0335,383,-0.6045,19,1376,5,1,0,25286,0
1735,0.0409,52,-0.0325,18,2605,3,1,0,2621,0
299,0.0446,10,0.6293,9,684,1,0,0,193,0
728,0.0515,54,0.3055,22,704,3,1,0,447,0
8210,0.0478,423,0.3627,14,1509,3,0,0,5664,0
4837,0.0531,382,0.813,10,556,1,0,0,6042,0
1176,0.0541,55,0.4399,10,1076,0,1,0,1449,0
934,0.046,41,-0.344,9,379,3,1,0,968,0
893,0.0565,41,0.3573,8,68,0,1,0,864,0
343,0.0579,13,0.5613,9,1209,1,1,0,570,0
33112,0.0477,1016,-0.1768,11,141,2,1,0,68544,1
1012,0.0601,87,0.3269,9,330,4,1,0,839,0
16169,0.0415,998,0.0713,18,1510,1,0,1,1310,0
27955,0.0301,458,0.2202,9,1528,2,1,0,20058,0
10904,0.0363,257,0.5992,9,2154,5,1,0,9942,0
831,0.0476,36,0.3551,15,88,3,0,0,710,0
3739,0.0439,112,0.4844,9,894,1,1,0,6706,0
1730,0.0529,78,0.7104,17,514,2,1,0,3734,1
355,0.0637,14,0.1905,10,1786,0,0,0,443,0
3241,0.0472,146,0.7181,22,2911,2,1,0,1265,0
216,0.0586,9,0.4579,11,179,0,1,1,129,0
15333,0.0429,560,-0.5911,9,675,2,0,1,4583,0
783,0.0482,22,0.5676,9,1529,3,1,1,293,0
2596,0.0393,94,0.0825,20,474,1,0,1,1292,0
3010,0.0304,135,0.1895,9,3811,5,1,0,4380,0
1134,0.0449,42,0.3131,13,445,1,0,0,472,0
5198,0.0505,361,-0.0861,18,492,1,0,0,2018,0
769,0.0464,47,0.2488,11,227,0,1,0,527,0
8676,0.0413,520,0.3633,8,775,1,0,0,4702,0
160,0.0643,13,-0.1808,19,32,5,0,0,251,0
2269,0.0543,142,0.1589,18,519,3,0,0,2344,0
59282,0.0252,2030,0.145,17,2366,0,0,0,10531,0
298,0.0672,11,0.5022,10,164,1,1,0,592,1
533,0.0662,33,0.4441,21,131,2,1,0,1348,1
4559,0.035,237,0.5428,19,2030,3,1,0,4379,0
2498,0.0405,128,0.6117,9,2325,3,0,1,1138,0
3398,0.0594,295,0.5802,12,171,3,1,1,459,0
4361,0.045,251,0.2648,12,3762,4,0,0,1049,0
5667,0.0232,181,-0.7327,8,1025,5,1,0,2675,0
13325,0.028,450,0.0526,17,1898,2,1,0,12776,0
3780,0.0446,212,0.5059,13,301,1,1,0,3371,0
1171,0.0401,48,0.118,20,2948,0,1,0,658,0
6067,0.041,354,-0.3741,9,508,1,1,1,817,0
55259,0.0366,2683,0.0201,9,486,2,1,0,57789,0
1424,0.0656,125,0.3056,17,1077,2,1,0,1757,0
312,0.0541,19,0.5988,17,449,0,1,0,263,0
13263,0.0528,562,0.56,18,145,0,1,0,24212,1
1455,0.0652,50,0.3918,8,758,1,1,1,322,0
50,0.0786,5,0.6953,15,483,3,0,0,76,0
8311,0.0467,421,0.3919,11,308,1,1,0,17149,1
689,0.0342,18,0.7307,21,2299,3,1,0,768,0
1536,0.0553,55,0.0306,18,5000,1,1,0,2051,0
3286,0.0581,253,0.3877,9,265,3,1,0,9468,1
2547,0.0478,162,0.2554,17,810,2,1,1,252,0
6483,0.0623,531,0.3724,14,446,2,0,0,2797,0
825,0.0617,58,0.045,18,5000,3,1,0,1405,0
4553,0.052,204,0.3718,9,1087,2,1,0,4140,0
1133,0.0627,57,0.6802,17,1680,1,1,0,1938,0
6835,0.048,166,0.3035,19,2168,3,1,1,4216,0
5473,0.0206,150,0.2606,11,757,0,1,0,3396,0
335,0.0517,10,0.5488,10,552,0,1,0,1151,1
12768,0.0542,781,0.409,20,3037,5,1,0,19538,0
689,0.0458,31,0.2611,18,1447,2,1,0,1470,1
7742,0.0419,333,-0.031,9,285,1,1,0,9959,0
3502,0.0369,184,0.2637,6,322,2,0,0,1452,0
49450,0.0546,1435,-0.2846,10,450,5,0,0,34670,0
1209,0.0684,105,0.0967,18,2120,1,1,1,331,0
964,0.0437,23,0.4191,12,2902,0,1,0,525,0
1745,0.0516,48,0.7385,10,5000,6,1,1,1355,0
1047,0.0454,44,0.6166,12,327,3,1,1,529,0
7630,0.0504,216,-0.2246,20,765,0,0,0,7658,0
98,0.0667,8,-0.148,17,445,2,1,1,28,0
